region_id,2011_Census_One_parent_family_with_children_under_15_and_dependent_students_Mortgage_repayment_4000_and_over,2011_Census_One_parent_family_with_children_under_15_and_dependent_students_Mortgage_repayment_Not_stated,2011_Census_One_parent_family_with_children_under_15_and_dependent_students_Total,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_0_299,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_300_449,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_450_599,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_600_799,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_800_999,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_1000_1399,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_1400_1799,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_1800_2399,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_2400_2999,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_3000_3999,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_4000_and_over,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_Not_stated,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Total,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_0_299,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_300_449,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_450_599,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_600_799,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_800_999,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_1000_1399,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_1400_1799,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_1800_2399,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_2400_2999,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_3000_3999,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_4000_and_over,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_Not_stated,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Total,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_0_299,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_300_449,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_450_599,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_600_799,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_800_999,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_1000_1399,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_1400_1799,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_1800_2399,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_2400_2999,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_3000_3999,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_4000_and_over,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_Not_stated,2011_Census_One_parent_family_with_non_dependent_children_only_Total,2011_Census_One_parent_families_Total_Mortgage_repayment_0_299,2011_Census_One_parent_families_Total_Mortgage_repayment_300_449,2011_Census_One_parent_families_Total_Mortgage_repayment_450_599,2011_Census_One_parent_families_Total_Mortgage_repayment_600_799,2011_Census_One_parent_families_Total_Mortgage_repayment_800_999,2011_Census_One_parent_families_Total_Mortgage_repayment_1000_1399,2011_Census_One_parent_families_Total_Mortgage_repayment_1400_1799,2011_Census_One_parent_families_Total_Mortgage_repayment_1800_2399,2011_Census_One_parent_families_Total_Mortgage_repayment_2400_2999,2011_Census_One_parent_families_Total_Mortgage_repayment_3000_3999,2011_Census_One_parent_families_Total_Mortgage_repayment_4000_and_over,2011_Census_One_parent_families_Total_Mortgage_repayment_Not_stated,2011_Census_One_parent_families_Total_Total,2011_Census_Total_Mortgage_repayment_0_299,2011_Census_Total_Mortgage_repayment_300_449,2011_Census_Total_Mortgage_repayment_450_599,2011_Census_Total_Mortgage_repayment_600_799,2011_Census_Total_Mortgage_repayment_800_999,2011_Census_Total_Mortgage_repayment_1000_1399,2011_Census_Total_Mortgage_repayment_1400_1799,2011_Census_Total_Mortgage_repayment_1800_2399,2011_Census_Total_Mortgage_repayment_2400_2999,2011_Census_Total_Mortgage_repayment_3000_3999,2011_Census_Total_Mortgage_repayment_4000_and_over,2011_Census_Total_Mortgage_repayment_Not_stated,2011_Census_Total_Total
20904,6,26,291,30,14,27,40,76,190,198,265,68,36,18,66,1028,11,12,23,20,46,87,68,84,16,10,4,39,420,40,49,33,54,92,168,142,147,56,34,18,61,894,91,80,86,133,239,510,463,556,151,86,46,192,2633,579,405,379,669,1023,2886,3554,6130,2865,1580,678,1244,21992
21001,3,4,71,3,3,3,3,19,28,32,46,15,9,8,16,185,9,3,3,13,16,33,17,31,11,6,4,9,155,14,13,10,14,22,31,30,29,12,13,6,22,216,29,22,16,38,60,104,89,125,41,31,21,51,627,238,121,111,183,272,646,748,1052,624,628,405,383,5411
21002,3,5,54,4,3,7,7,14,37,28,25,10,7,4,8,154,4,3,4,0,3,19,14,11,3,8,0,10,79,4,9,5,10,3,15,12,14,4,3,4,5,88,12,15,19,21,25,76,61,66,20,21,11,28,375,131,75,96,147,198,586,654,923,447,352,168,221,3998
21003,0,3,63,9,9,9,5,16,66,41,53,22,25,6,11,272,3,4,3,11,19,35,25,30,0,6,4,6,146,14,9,13,12,16,42,37,30,16,7,4,16,216,26,26,28,35,55,155,112,126,41,43,14,36,697,178,114,116,231,291,843,850,1409,743,625,241,359,6000
21004,0,0,70,7,3,7,9,18,64,71,40,9,7,4,16,255,10,4,11,11,16,32,28,15,3,0,0,7,137,14,12,11,20,23,41,34,25,9,4,7,24,224,31,22,29,46,68,155,147,92,24,14,11,47,686,179,108,113,217,310,904,1164,1286,491,284,164,296,5516
21005,6,19,261,35,20,21,38,53,208,223,216,69,39,19,57,998,20,16,12,42,33,70,83,61,18,15,7,25,402,44,36,27,63,79,160,137,117,51,26,10,56,806,109,75,68,155,181,507,495,444,147,87,42,157,2467,534,339,331,635,814,2632,3261,4415,1707,1013,464,969,17114
21101,0,12,212,35,22,27,50,65,166,166,153,73,25,20,59,861,25,23,20,47,50,111,80,83,22,17,9,31,518,39,38,33,66,69,149,122,128,46,29,8,75,802,104,89,84,175,198,479,410,402,154,84,37,177,2393,763,507,444,843,1107,3042,3322,4907,2485,1610,641,1105,20776
21102,3,3,41,4,4,3,3,3,12,11,20,8,10,5,3,86,0,0,6,5,0,8,3,12,10,8,3,3,58,9,0,4,6,10,7,6,16,7,5,3,12,85,18,4,13,14,13,36,28,57,25,27,14,21,270,149,64,60,85,125,342,336,628,396,459,457,238,3339
21103,0,5,169,15,10,13,37,38,114,117,124,34,31,14,28,575,11,15,10,26,38,72,63,64,17,16,11,27,370,29,40,24,42,48,88,80,65,27,11,3,42,499,59,75,47,117,143,303,300,281,92,66,28,102,1613,481,300,257,536,688,1848,2117,3160,1700,1139,412,676,13314
21104,0,7,49,10,7,8,9,13,38,31,41,30,21,3,16,227,10,10,7,19,17,34,23,33,5,11,7,10,186,17,8,6,17,14,31,27,32,13,12,10,20,207,37,28,21,45,44,109,96,117,48,51,20,53,669,285,148,121,246,320,809,836,1429,879,800,321,295,6489
21105,4,18,289,34,23,21,68,89,262,206,198,66,38,17,45,1067,17,23,27,45,50,128,98,85,27,17,7,31,555,62,35,44,76,81,151,126,116,37,24,10,56,818,123,87,100,212,246,611,489,448,143,82,38,150,2729,749,511,508,940,1251,3440,3758,4917,2245,1324,618,1161,21422
21201,0,8,139,15,10,10,20,36,122,124,84,29,23,15,34,522,6,10,6,12,27,48,38,27,6,6,6,10,202,7,29,10,33,19,64,54,61,12,12,8,26,335,33,52,34,71,94,269,248,194,52,44,29,78,1198,275,210,182,387,472,1646,2081,2976,1164,761,316,589,11059
21202,0,11,238,18,23,18,36,54,157,161,138,46,29,17,45,742,19,17,11,25,36,73,67,62,28,6,3,27,374,33,45,29,61,73,129,102,82,32,23,10,56,675,78,95,63,137,187,400,379,328,117,76,30,139,2029,569,371,332,698,918,2631,3154,4262,1949,1239,525,910,17558
21203,0,17,264,28,14,26,48,88,239,276,234,79,42,17,70,1161,6,16,15,30,43,84,76,53,23,9,9,21,385,35,36,27,39,72,153,158,116,45,18,10,58,767,72,71,72,128,235,523,579,447,172,76,36,166,2577,464,311,342,611,932,3060,4319,6048,2530,1203,469,1095,21384
21204,5,14,219,31,32,31,44,73,178,159,172,57,46,26,44,893,30,27,15,45,41,110,94,65,16,19,5,28,495,69,50,37,58,72,131,156,137,54,39,12,66,881,142,115,90,165,197,459,450,408,144,118,48,152,2488,713,388,382,729,899,2469,2634,3336,1364,1022,478,905,15319
21205,18,7,157,20,9,6,19,28,73,75,94,43,62,36,26,491,41,12,13,25,23,65,57,72,29,43,31,22,433,37,21,18,32,32,94,58,77,40,31,27,48,515,108,49,42,80,88,259,211,272,125,147,112,103,1596,801,300,303,473,611,1647,1706,2928,1811,2131,1276,784,14771
21301,7,25,354,46,37,39,72,101,285,245,239,86,47,16,91,1304,33,30,37,33,52,148,82,63,25,14,14,50,581,62,36,38,53,79,171,175,160,50,36,18,80,958,148,114,131,180,267,691,563,517,176,109,55,246,3197,750,477,481,792,1040,3185,3238,3922,1556,1001,448,1071,17961
21302,4,9,99,16,8,13,15,26,77,51,55,23,19,12,20,335,11,5,11,14,22,46,35,26,16,5,5,19,215,20,20,13,27,24,43,47,44,15,10,5,16,284,52,37,40,59,77,194,143,145,58,38,26,64,933,319,175,168,286,414,1076,1111,1623,974,918,604,430,8098
21303,0,3,51,11,4,10,11,24,43,44,71,38,32,11,23,322,11,10,5,14,18,29,23,25,12,13,3,6,169,12,7,12,16,13,47,31,33,17,12,5,17,222,37,24,27,44,58,133,101,139,72,61,19,49,764,219,105,103,200,248,758,846,1381,989,1063,508,307,6727
21304,3,18,266,26,19,17,48,81,218,238,212,91,35,22,54,1061,13,6,17,28,32,86,68,54,16,9,5,20,354,39,28,16,48,61,118,108,90,29,20,3,53,613,88,57,61,135,197,486,470,397,147,78,33,145,2294,477,293,332,625,944,2888,3671,5034,2308,1236,523,1021,19352
21305,9,19,258,29,26,15,64,71,260,250,244,75,48,17,56,1155,20,17,17,37,42,89,103,72,17,13,9,24,460,38,30,31,68,64,161,155,107,46,26,21,62,809,92,81,68,183,195,559,563,486,146,92,56,161,2682,565,361,343,731,931,3333,4624,6596,2867,1590,658,1061,23660
21401,3,13,219,22,18,27,63,81,199,198,167,48,27,15,52,917,14,20,12,45,46,98,100,57,26,18,3,26,465,40,31,43,80,79,159,130,100,26,11,15,54,768,86,72,87,204,231,510,469,358,115,56,36,145,2369,502,324,336,704,937,2546,3181,3942,1610,924,413,897,16316
21402,8,14,216,24,18,22,54,70,193,152,143,58,34,23,48,839,24,7,18,34,41,81,58,49,15,10,8,28,373,57,41,31,53,56,116,94,64,28,14,10,45,609,110,72,85,159,179,438,344,291,112,63,49,135,2037,677,384,393,704,900,2477,2745,3581,1768,1519,917,1044,17109
21501,0,3,89,20,25,39,55,67,75,33,11,6,3,5,8,347,6,11,7,18,13,11,3,0,0,0,0,7,76,9,14,29,29,21,18,4,10,5,0,0,12,151,39,62,81,120,114,125,46,24,11,6,5,30,663,385,342,400,671,728,1287,683,456,149,92,72,264,5529
21502,0,3,67,13,8,11,34,61,100,51,32,3,0,0,18,331,5,0,6,10,25,35,14,13,0,0,0,4,112,6,8,10,19,22,26,12,6,0,0,0,15,124,27,20,34,68,119,182,81,56,3,4,0,40,634,210,162,195,376,586,1386,1053,699,196,118,64,295,5340
21503,0,0,47,17,12,11,25,22,48,11,8,0,0,0,16,170,3,7,8,6,15,10,3,3,0,0,0,4,59,3,9,6,8,13,12,8,3,0,3,0,4,69,23,32,31,47,59,86,26,14,0,3,0,24,345,220,187,173,370,417,758,451,301,88,61,57,184,3267
21601,0,3,46,11,6,5,23,28,46,28,19,7,0,3,16,192,7,3,0,14,11,13,7,5,0,3,0,0,63,5,3,12,12,8,30,11,11,3,0,0,12,107,26,15,20,52,54,99,54,38,13,3,3,31,408,204,99,143,313,375,860,657,582,175,131,91,249,3879
21602,0,3,33,6,10,9,18,17,34,21,11,0,0,0,11,137,4,3,0,6,6,17,4,3,0,3,0,3,49,11,4,5,8,8,17,7,4,3,3,0,3,73,21,17,14,40,36,75,39,21,3,6,0,20,292,190,107,92,228,302,667,466,378,101,86,69,194,2880
21603,3,3,83,8,9,12,28,46,107,68,41,9,4,0,17,349,3,5,8,16,14,37,22,8,4,0,0,8,125,15,13,6,23,27,48,22,16,4,3,5,10,192,29,35,30,74,103,217,116,75,17,7,8,38,749,254,181,172,361,597,1498,1258,1032,342,197,128,353,6373
21701,0,3,55,7,11,14,20,35,45,18,13,0,0,6,6,175,11,5,8,13,15,20,4,7,0,0,0,0,83,12,8,4,10,10,13,6,4,0,0,0,4,71,33,27,29,54,70,87,33,27,5,0,6,13,384,234,149,177,340,439,779,543,410,156,79,79,186,3571
21702,0,8,115,21,15,26,37,57,91,76,30,5,5,6,18,387,7,11,10,25,25,28,13,12,4,6,8,18,167,20,17,9,22,29,48,23,21,5,3,0,14,211,53,46,57,100,125,197,124,68,21,17,14,58,880,473,274,311,577,760,1726,1417,1259,448,257,269,468,8239
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,5,9,101,17,7,6,10,19,74,69,92,52,32,11,23,412,6,6,4,10,19,26,35,37,7,8,3,7,168,20,13,16,27,27,53,54,62,26,15,7,17,337,46,26,26,50,72,176,178,211,93,58,26,56,1018,293,166,176,321,426,1124,1302,2182,1548,1101,501,468,9608
30102,0,3,86,5,9,8,12,25,52,55,82,45,51,15,19,378,3,5,3,8,10,29,33,35,16,9,3,8,162,16,4,7,11,16,39,37,39,21,16,10,22,238,33,22,21,35,56,133,133,170,94,87,28,52,864,319,163,172,248,374,985,1099,1883,1490,1481,666,499,9379
30103,0,0,60,12,7,9,7,23,63,63,82,49,31,10,16,372,3,5,6,11,10,22,22,23,14,6,13,3,138,12,6,3,6,22,34,40,49,24,20,9,13,238,34,18,18,27,59,126,137,169,99,57,32,32,808,229,116,124,183,312,797,941,1683,1356,1309,587,334,7971
30201,4,0,40,6,4,4,4,15,26,33,45,13,14,7,7,178,3,3,4,4,3,25,9,16,6,8,3,3,87,23,0,3,11,6,22,19,33,13,8,10,7,155,32,7,11,19,30,84,66,101,35,34,24,17,460,182,97,87,140,197,492,543,1046,657,632,317,193,4583
30202,3,9,76,7,7,0,9,13,51,45,53,40,24,14,9,272,9,3,3,5,10,14,26,20,11,5,4,10,120,22,15,3,19,14,35,26,39,10,11,6,11,211,42,28,6,36,37,116,108,128,69,43,27,39,679,235,116,87,213,248,691,763,1447,1112,1062,467,341,6782
30203,0,0,26,5,0,3,0,11,21,32,29,20,19,5,10,155,3,0,3,4,7,13,14,24,4,3,0,3,78,3,4,6,5,8,16,21,24,11,7,6,12,123,11,4,12,14,29,54,71,80,38,33,11,25,382,106,49,60,108,151,385,447,847,578,457,182,168,3538
30204,0,3,62,8,11,10,13,17,49,48,84,32,14,9,12,307,5,9,0,5,15,36,20,32,6,4,3,3,138,7,4,10,5,18,29,42,46,23,6,5,17,212,24,24,20,27,57,124,125,173,64,29,17,35,719,192,105,113,176,266,715,874,1548,991,549,227,278,6034
30301,3,4,38,13,5,3,5,7,19,34,34,20,23,16,9,188,0,4,0,4,6,24,18,20,15,7,0,3,101,13,3,3,10,9,23,15,31,14,6,8,11,146,26,15,9,22,26,70,72,91,52,36,27,27,473,191,93,82,156,176,505,540,965,776,925,512,274,5195
30302,4,0,46,11,6,5,6,17,27,26,54,29,14,11,12,218,4,0,3,6,6,23,22,11,9,9,4,3,100,15,9,3,6,6,29,12,33,17,7,8,15,160,30,15,11,24,33,84,65,105,60,40,27,30,524,217,73,91,146,214,564,620,1080,840,1020,689,273,5827
30303,0,3,56,4,0,8,5,14,35,36,62,33,25,11,14,247,3,4,0,8,11,17,22,22,16,7,8,8,126,7,9,3,8,17,31,28,21,36,19,5,6,190,20,13,11,25,49,92,95,116,88,55,24,31,619,260,113,98,166,296,694,845,1334,1036,970,444,287,6543
30304,3,0,35,3,0,0,7,13,29,21,20,17,14,8,4,136,0,0,0,4,9,26,9,16,9,0,0,4,77,8,5,0,4,7,22,18,18,16,5,0,3,106,14,5,3,18,32,83,53,60,45,19,11,11,354,143,72,54,118,156,429,450,743,589,501,229,145,3629
30305,3,9,66,3,4,6,7,9,42,42,50,30,15,9,11,228,4,4,5,9,15,30,11,26,8,11,4,4,131,3,12,5,10,20,29,23,40,19,14,5,13,193,13,23,16,26,52,104,86,126,65,49,21,37,618,189,113,86,161,261,771,944,1653,1213,972,363,305,7031
30306,3,5,40,7,4,0,0,12,36,30,60,16,21,3,12,201,8,5,5,10,8,16,22,14,11,7,4,11,121,8,9,11,8,9,21,35,30,10,13,3,11,168,23,18,19,21,32,76,91,109,42,47,13,39,530,198,82,85,131,190,587,632,1082,603,490,224,197,4501
30401,3,3,50,9,3,5,7,4,19,30,40,20,18,4,8,167,3,0,4,0,5,10,8,13,9,3,5,5,65,13,4,8,7,11,23,15,15,14,12,3,6,131,25,7,17,17,24,56,63,78,52,37,15,22,413,184,65,79,116,166,489,545,947,714,645,294,205,4449
30402,4,0,55,8,0,0,5,6,30,27,31,17,8,19,12,163,4,3,6,7,10,19,20,25,8,12,8,3,125,11,4,4,7,3,15,19,19,11,11,8,8,120,27,7,10,23,27,72,76,84,40,35,39,23,463,271,83,79,160,177,553,544,1025,843,1050,864,258,5907
30403,4,3,28,5,3,0,5,3,12,12,21,19,14,14,4,112,3,0,0,3,3,17,16,19,11,7,13,0,92,5,4,0,7,10,11,7,16,4,11,4,3,82,16,10,0,18,16,43,38,59,34,35,35,10,314,167,72,41,88,117,291,344,613,451,569,576,154,3483
30404,3,3,43,7,0,3,13,15,32,42,54,29,27,9,9,240,10,8,3,8,5,21,12,14,11,9,3,6,110,10,6,3,11,14,32,24,34,10,13,6,9,172,30,14,9,35,40,85,88,109,55,52,21,27,565,202,107,74,158,215,602,708,1115,869,887,429,187,5553
30501,9,0,27,8,0,0,3,0,10,17,13,10,12,8,6,87,4,0,0,0,5,8,11,15,11,4,12,15,85,3,5,3,3,5,9,5,13,9,5,4,7,71,15,5,3,6,10,30,39,45,30,26,33,28,270,114,31,45,43,67,236,278,501,413,487,601,147,2963
30502,4,0,24,7,6,4,0,4,7,13,27,16,10,9,0,103,0,3,8,5,4,11,9,15,3,3,3,3,67,3,0,0,0,8,9,10,13,3,3,5,5,59,13,9,12,5,20,30,32,55,29,19,21,8,253,130,51,50,78,98,279,311,622,569,738,764,169,3859
30503,10,0,56,8,6,5,13,5,30,29,36,29,33,36,6,236,9,6,6,3,5,14,18,21,22,14,7,6,131,12,4,4,3,11,20,21,32,12,15,17,14,165,32,16,15,22,26,67,75,101,73,65,70,26,588,248,84,53,146,164,507,533,1131,809,1223,1351,315,6564
30504,8,0,41,6,4,7,4,8,16,11,41,18,17,29,8,169,3,3,0,3,7,19,19,18,12,9,15,4,112,6,3,4,0,8,19,17,16,6,12,5,9,105,18,10,11,7,23,58,52,82,42,46,57,21,427,192,61,61,85,150,384,444,795,633,975,1031,229,5040
30601,3,0,65,11,9,6,9,20,58,58,71,25,22,8,12,309,3,0,0,6,10,27,31,21,7,0,4,6,115,10,7,5,10,12,29,18,20,11,5,0,8,135,28,16,11,25,45,127,125,122,52,32,15,26,624,168,100,92,175,266,813,909,1411,847,571,263,244,5859
30602,3,6,109,13,9,13,22,59,113,97,117,35,26,12,25,541,5,3,7,9,10,36,35,28,14,7,3,8,165,12,6,14,18,14,65,52,51,11,9,4,17,273,33,22,34,53,92,243,199,222,66,46,22,56,1088,250,131,150,266,511,1442,1695,2233,944,613,272,393,8900
30603,0,0,30,7,5,3,7,13,33,23,13,3,4,3,4,118,0,0,5,6,8,6,4,3,0,0,0,5,37,10,9,7,10,10,18,15,4,3,0,0,4,90,17,14,18,23,36,67,45,23,9,7,3,13,275,141,84,86,178,202,522,445,427,154,123,78,176,2616
30604,0,0,10,0,0,0,0,6,12,12,10,7,4,3,3,57,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,5,0,5,0,3,0,0,4,0,21,7,0,0,8,6,21,16,13,7,4,7,3,92,27,19,12,46,50,152,164,201,107,68,43,64,953
30605,0,0,32,4,5,8,18,22,42,32,33,9,10,3,11,197,5,4,7,3,4,12,10,11,0,3,0,3,62,4,11,9,7,3,21,4,12,3,0,0,5,79,16,20,24,31,32,87,54,56,15,13,3,19,370,154,94,102,190,241,625,538,598,286,186,82,214,3310
30701,0,0,22,9,7,7,19,22,28,25,17,4,3,0,15,156,0,3,3,3,3,14,3,3,0,3,0,3,38,0,0,4,11,10,13,9,6,0,3,3,10,69,9,13,14,36,35,59,46,29,4,9,3,28,285,349,104,113,244,257,649,536,507,201,171,143,261,3535
30702,3,3,44,7,4,9,22,17,58,35,21,8,0,5,8,194,0,3,3,4,4,9,3,5,3,3,0,3,40,9,8,5,16,12,8,4,10,3,0,0,9,84,19,18,20,47,37,85,52,36,14,3,8,23,362,252,109,115,252,301,765,593,580,239,167,101,231,3705
30703,0,0,36,3,10,5,16,33,42,29,13,4,0,0,9,164,5,3,5,6,8,3,13,7,0,0,0,3,53,11,4,3,11,12,20,15,5,0,3,0,10,94,24,20,20,33,53,78,62,28,4,3,0,22,347,213,121,141,266,371,767,650,552,173,121,100,217,3692
30801,3,0,16,4,0,0,0,5,9,10,15,8,12,0,10,73,3,0,3,0,3,3,0,6,3,6,0,0,27,3,0,0,0,0,9,7,5,4,5,0,3,36,10,0,3,3,8,24,21,29,15,23,3,13,152,114,27,30,59,73,225,301,588,381,270,122,150,2340
30802,0,3,64,11,8,5,5,17,46,57,65,30,22,20,22,308,5,0,3,5,8,12,13,8,8,5,4,3,74,12,0,3,12,7,29,25,34,15,7,7,18,169,33,14,15,25,35,94,108,118,59,37,31,46,615,257,128,146,268,344,995,1151,1862,1153,946,366,503,8119
30803,3,3,114,18,16,13,43,44,126,116,92,31,27,8,42,576,5,3,3,17,13,29,35,18,6,10,3,9,151,24,16,19,30,43,60,51,50,16,5,9,26,349,50,42,42,97,109,245,219,178,60,45,23,80,1190,372,232,268,535,717,1732,1911,2463,1149,876,356,635,11246
30901,3,0,42,3,3,4,8,13,42,44,42,28,25,16,14,242,7,3,3,10,3,22,17,16,10,6,10,4,111,17,7,5,13,17,34,25,31,15,22,7,26,219,31,13,15,31,33,110,90,96,59,56,36,44,614,226,91,71,129,204,532,659,1006,685,766,638,339,5346
30902,0,0,55,8,7,4,6,9,42,38,61,25,19,10,15,244,4,4,3,3,8,16,18,19,6,7,3,3,94,12,3,10,6,14,41,41,28,9,21,6,15,206,24,14,17,15,35,108,108,123,52,51,19,33,599,163,109,76,121,210,620,663,1095,733,673,296,287,5046
30903,0,3,41,9,3,3,13,19,53,57,55,24,21,10,17,284,3,3,0,4,5,22,8,21,6,0,5,10,87,21,3,7,8,19,47,39,28,16,9,8,14,219,36,12,13,25,43,127,111,114,49,34,23,44,631,201,100,95,137,176,590,707,1215,702,596,466,344,5329
30904,3,0,32,6,3,3,11,4,17,16,14,8,4,5,10,101,0,0,0,3,3,0,3,8,3,3,0,4,27,7,3,3,0,10,15,14,15,6,4,4,7,88,16,9,6,14,20,40,36,40,20,14,12,21,248,97,51,45,99,133,308,339,494,367,289,153,155,2530
30905,3,5,46,3,3,0,8,12,34,32,45,23,21,15,13,209,5,5,0,3,8,12,7,17,5,3,11,6,82,11,3,7,6,4,18,14,16,9,12,3,12,115,23,11,7,17,27,69,62,87,42,39,32,36,452,138,80,46,106,160,465,527,953,690,792,406,240,4603
30906,3,6,89,9,4,7,18,15,61,75,85,61,55,11,28,429,8,5,0,3,10,26,27,32,16,9,8,10,154,12,9,16,12,13,42,45,51,37,30,0,17,284,32,21,26,40,41,144,161,187,124,97,22,61,956,226,134,121,221,310,833,1098,2108,1536,1105,447,452,8591
30907,3,5,89,9,11,6,8,21,51,67,124,72,65,32,23,489,6,5,4,0,13,20,25,36,21,13,18,11,172,9,4,4,20,27,40,51,53,25,25,18,20,296,29,20,14,33,66,126,161,229,123,115,71,59,1046,250,146,111,236,362,965,1328,2672,2320,2008,1103,654,12155
30908,3,3,67,10,0,3,5,17,37,33,50,31,24,14,18,242,0,0,4,3,5,24,13,29,10,12,4,3,107,15,11,5,9,17,25,29,21,16,17,5,8,178,29,15,15,17,42,99,84,115,60,60,26,32,594,154,67,77,121,162,511,577,955,770,645,323,240,4602
30909,3,3,59,9,0,4,14,15,30,58,72,37,32,12,10,293,4,5,3,4,11,18,28,21,8,11,8,6,127,17,4,4,15,16,30,45,32,20,12,6,22,223,34,9,11,33,46,86,145,136,71,61,29,41,702,177,85,80,140,240,589,710,1099,781,551,243,274,4969
30910,3,3,18,4,0,4,3,0,15,17,16,9,9,17,7,101,3,3,0,0,0,9,5,9,4,8,5,5,51,10,3,0,4,10,6,9,14,10,15,8,9,98,17,9,4,7,10,34,31,44,23,32,33,24,268,131,36,35,48,78,248,286,429,247,368,482,206,2594
31001,3,0,91,6,16,12,13,24,65,73,79,26,29,3,14,360,7,11,8,16,10,23,26,21,14,0,6,11,153,21,9,12,18,24,56,50,41,12,14,4,6,267,40,36,32,51,67,163,165,160,64,46,16,31,871,216,133,119,191,300,852,1028,1657,912,577,187,253,6425
31002,0,3,64,10,10,14,34,32,89,72,65,21,12,4,22,385,5,7,0,7,5,23,9,11,0,5,3,3,78,17,17,10,19,18,37,26,31,9,3,3,12,202,32,34,28,63,64,165,115,124,34,20,10,40,729,258,199,207,393,501,1169,1147,1470,553,355,158,379,6789
31003,3,3,120,12,20,15,27,32,116,125,96,33,18,7,37,538,0,12,10,13,17,41,33,27,8,4,3,10,178,25,26,10,29,29,83,62,52,13,9,0,25,363,40,63,38,81,91,263,241,198,60,36,13,75,1199,328,225,233,463,606,1619,2051,2389,1011,684,215,499,10323
31004,5,3,87,12,3,8,21,19,73,100,109,45,26,8,35,459,4,10,4,3,15,21,19,20,11,3,3,5,118,10,7,14,11,17,41,54,47,16,3,3,15,238,26,23,26,38,54,154,191,197,80,36,19,58,902,171,120,127,229,300,952,1228,2163,1247,649,243,326,7755
31101,0,3,7,3,0,6,0,7,15,7,7,3,3,0,7,58,0,0,0,5,0,5,7,0,4,0,0,0,21,6,3,0,0,5,7,8,10,0,0,0,0,39,9,3,6,5,12,27,22,21,7,3,0,10,125,50,28,17,50,75,178,198,271,128,76,38,69,1178
31102,0,4,40,9,3,3,7,15,43,40,56,27,7,6,15,231,4,5,3,8,4,14,6,14,8,3,0,6,75,12,3,3,23,17,35,38,24,9,9,6,14,193,25,14,12,38,36,98,93,109,44,19,12,39,539,123,74,70,145,193,601,697,1067,516,242,86,209,4023
