region_id,Managers_2001_Census_Males,Managers_2001_Census_Females,Managers_2001_Census_Persons,Managers_2006_Census_Males,Managers_2006_Census_Females,Managers_2006_Census_Persons,Managers_2011_Census_Males,Managers_2011_Census_Females,Managers_2011_Census_Persons,Professionals_2001_Census_Males,Professionals_2001_Census_Females,Professionals_2001_Census_Persons,Professionals_2006_Census_Males,Professionals_2006_Census_Females,Professionals_2006_Census_Persons,Professionals_2011_Census_Males,Professionals_2011_Census_Females,Professionals_2011_Census_Persons,Technicians_and_trades_workers_2001_Census_Males,Technicians_and_trades_workers_2001_Census_Females,Technicians_and_trades_workers_2001_Census_Persons,Technicians_and_trades_workers_2006_Census_Males,Technicians_and_trades_workers_2006_Census_Females,Technicians_and_trades_workers_2006_Census_Persons,Technicians_and_trades_workers_2011_Census_Males,Technicians_and_trades_workers_2011_Census_Females,Technicians_and_trades_workers_2011_Census_Persons,Community_and_personal_service_workers_2001_Census_Males,Community_and_personal_service_workers_2001_Census_Females,Community_and_personal_service_workers_2001_Census_Persons,Community_and_personal_service_workers_2006_Census_Males,Community_and_personal_service_workers_2006_Census_Females,Community_and_personal_service_workers_2006_Census_Persons,Community_and_personal_service_workers_2011_Census_Males,Community_and_personal_service_workers_2011_Census_Females,Community_and_personal_service_workers_2011_Census_Persons,Clerical_and_administrative_workers_2001_Census_Males,Clerical_and_administrative_workers_2001_Census_Females,Clerical_and_administrative_workers_2001_Census_Persons,Clerical_and_administrative_workers_2006_Census_Males,Clerical_and_administrative_workers_2006_Census_Females,Clerical_and_administrative_workers_2006_Census_Persons,Clerical_and_administrative_workers_2011_Census_Males,Clerical_and_administrative_workers_2011_Census_Females,Clerical_and_administrative_workers_2011_Census_Persons,Sales_workers_2001_Census_Males,Sales_workers_2001_Census_Females,Sales_workers_2001_Census_Persons,Sales_workers_2006_Census_Males,Sales_workers_2006_Census_Females,Sales_workers_2006_Census_Persons,Sales_workers_2011_Census_Males,Sales_workers_2011_Census_Females,Sales_workers_2011_Census_Persons,Machinery_operators_and_drivers_2001_Census_Males,Machinery_operators_and_drivers_2001_Census_Females,Machinery_operators_and_drivers_2001_Census_Persons,Machinery_operators_and_drivers_2006_Census_Males,Machinery_operators_and_drivers_2006_Census_Females,Machinery_operators_and_drivers_2006_Census_Persons,Machinery_operators_and_drivers_2011_Census_Males,Machinery_operators_and_drivers_2011_Census_Females,Machinery_operators_and_drivers_2011_Census_Persons,Labourers_2001_Census_Males,Labourers_2001_Census_Females,Labourers_2001_Census_Persons,Labourers_2006_Census_Males,Labourers_2006_Census_Females,Labourers_2006_Census_Persons,Labourers_2011_Census_Males,Labourers_2011_Census_Females,Labourers_2011_Census_Persons,Inadequately_described_Not_stated_2001_Census_Males,Inadequately_described_Not_stated_2001_Census_Females,Inadequately_described_Not_stated_2001_Census_Persons,Inadequately_described_Not_stated_2006_Census_Males,Inadequately_described_Not_stated_2006_Census_Females,Inadequately_described_Not_stated_2006_Census_Persons,Inadequately_described_Not_stated_2011_Census_Males,Inadequately_described_Not_stated_2011_Census_Females,Inadequately_described_Not_stated_2011_Census_Persons,Total_2001_Census_Males,Total_2001_Census_Females,Total_2001_Census_Persons,Total_2006_Census_Males,Total_2006_Census_Females,Total_2006_Census_Persons,Total_2011_Census_Males,Total_2011_Census_Females,Total_2011_Census_Persons
31001,1103,604,1707,1342,795,2137,1459,876,2335,1258,1307,2565,1611,1894,3505,2077,2455,4532,2355,403,2758,2879,526,3405,3097,622,3719,656,1164,1820,730,1583,2313,857,2007,2864,688,2219,2907,833,2756,3589,1022,2892,3914,728,1085,1813,890,1297,2187,864,1498,2362,1931,444,2375,2260,379,2639,2255,325,2580,1567,1009,2576,2052,1365,3417,2023,1234,3257,308,182,490,268,186,454,348,235,583,10594,8417,19011,12865,10781,23646,14002,12144,26146
31002,1987,949,2936,1957,1010,2967,2087,1168,3255,714,1009,1723,761,1247,2008,895,1615,2510,2366,380,2746,2833,489,3322,3156,606,3762,610,1084,1694,591,1426,2017,708,1839,2547,406,1657,2063,438,2051,2489,493,2402,2895,473,862,1335,556,1093,1649,673,1311,1984,1576,173,1749,1914,156,2070,2304,158,2462,1958,1174,3132,2151,1409,3560,2112,1420,3532,216,153,369,237,127,364,271,149,420,10306,7441,17747,11438,9008,20446,12699,10668,23367
31003,1801,913,2714,2085,1184,3269,2226,1384,3610,1997,2461,4458,2269,2953,5222,2533,3683,6216,5086,657,5743,5579,809,6388,5758,869,6627,1203,2327,3530,1179,2861,4040,1561,3347,4908,1221,3872,5093,1303,4420,5723,1420,4941,6361,1100,2044,3144,1260,2287,3547,1308,2618,3926,2589,336,2925,2897,323,3220,3193,330,3523,2955,1646,4601,3623,2018,5641,3396,1862,5258,408,248,656,400,236,636,484,301,785,18360,14504,32864,20595,17091,37686,21879,19335,41214
31004,792,402,1194,1192,672,1864,1732,1065,2797,701,801,1502,1068,1321,2389,1797,2314,4111,2513,312,2825,3350,481,3831,4119,630,4749,502,1118,1620,604,1531,2135,923,2220,3143,576,1971,2547,828,2767,3595,1145,3828,4973,638,974,1612,791,1340,2131,1068,1812,2880,1677,300,1977,2227,297,2524,2955,336,3291,1467,1031,2498,1972,1411,3383,2479,1506,3985,190,128,318,285,159,444,380,260,640,9056,7037,16093,12317,9979,22296,16598,13971,30569
31101,483,250,733,476,249,725,500,266,766,177,224,401,213,286,499,222,341,563,490,68,558,639,120,759,659,137,796,104,274,378,88,342,430,127,410,537,78,372,450,82,446,528,106,538,644,105,182,287,149,217,366,137,273,410,312,29,341,388,29,417,446,30,476,434,273,707,503,318,821,466,323,789,52,40,92,58,35,93,57,31,88,2235,1712,3947,2596,2042,4638,2720,2349,5069
31102,676,309,985,772,401,1173,779,541,1320,483,627,1110,584,782,1366,734,1019,1753,1815,230,2045,2250,331,2581,2350,351,2701,299,798,1097,325,998,1323,407,1262,1669,357,1455,1812,437,1657,2094,494,1948,2442,508,883,1391,557,1022,1579,549,1064,1613,1097,183,1280,1251,167,1418,1484,199,1683,1132,581,1713,1511,777,2288,1494,798,2292,159,104,263,154,105,259,184,108,292,6526,5170,11696,7841,6240,14081,8475,7290,15765
31103,1456,708,2164,1566,934,2500,1669,1107,2776,851,1141,1992,1020,1419,2439,1200,1945,3145,4117,497,4614,4792,663,5455,4955,709,5664,560,1451,2011,534,1918,2452,716,2375,3091,864,3440,4304,947,3761,4708,1118,4225,5343,1084,1850,2934,1047,2045,3092,1104,2122,3226,3118,490,3608,3568,526,4094,4062,579,4641,2208,1457,3665,2807,1810,4617,2784,1650,4434,340,209,549,349,233,582,419,266,685,14598,11243,25841,16630,13309,29939,18027,14978,33005
31104,836,444,1280,1019,571,1590,1254,709,1963,481,651,1132,592,895,1487,709,1314,2023,2005,278,2283,2635,395,3030,3059,458,3517,265,623,888,275,886,1161,347,1189,1536,314,1601,1915,441,2018,2459,541,2522,3063,443,680,1123,496,869,1365,551,1076,1627,1187,194,1381,1553,184,1737,1800,216,2016,785,524,1309,1167,665,1832,1268,662,1930,137,115,252,158,114,272,213,172,385,6453,5110,11563,8336,6597,14933,9742,8318,18060
31105,1554,754,2308,1647,920,2567,1681,959,2640,1098,1324,2422,1301,1723,3024,1574,2228,3802,3229,398,3627,3779,543,4322,3867,549,4416,532,1135,1667,571,1482,2053,657,1851,2508,702,3014,3716,771,3274,4045,918,3690,4608,1097,1598,2695,1014,1731,2745,1020,1728,2748,1634,293,1927,1774,268,2042,1985,263,2248,1539,829,2368,1895,1000,2895,1874,991,2865,212,154,366,237,142,379,282,229,511,11597,9499,21096,12989,11083,24072,13858,12488,26346
31106,1679,842,2521,1653,976,2629,1675,1138,2813,1596,1802,3398,1817,2219,4036,2206,2738,4944,4462,605,5067,4673,613,5286,4323,642,4965,723,1645,2368,756,2018,2774,804,2296,3100,1178,3919,5097,1231,4039,5270,1254,4107,5361,1443,2128,3571,1256,2033,3289,1272,1852,3124,2723,522,3245,2886,383,3269,2791,376,3167,2469,1570,4039,2892,1774,4666,2747,1628,4375,377,251,628,355,238,593,430,271,701,16650,13284,29934,17519,14293,31812,17502,15048,32550
31201,1398,734,2132,1458,766,2224,1740,859,2599,657,632,1289,837,833,1670,1322,1144,2466,2380,291,2671,3323,362,3685,4818,461,5279,157,668,825,158,753,911,248,874,1122,194,940,1134,203,1217,1420,282,1639,1921,211,629,840,247,741,988,247,809,1056,3064,170,3234,3741,263,4004,5222,567,5789,1622,1163,2785,1695,1389,3084,1983,1438,3421,168,91,259,234,106,340,341,122,463,9851,5318,15169,11896,6430,18326,16203,7913,24116
31202,3462,1649,5111,3669,1873,5542,3914,1955,5869,2120,2802,4922,2538,3490,6028,2932,4461,7393,5662,823,6485,8077,1163,9240,10369,1252,11621,630,2130,2760,675,2721,3396,770,3319,4089,868,4137,5005,1031,5330,6361,1107,6321,7428,1428,2577,4005,1414,3175,4589,1397,3560,4957,4076,396,4472,5164,478,5642,6605,835,7440,2871,1567,4438,3616,2192,5808,3760,2506,6266,531,347,878,523,295,818,623,375,998,21648,16428,38076,26707,20717,47424,31477,24584,56061
31203,1008,491,1499,1096,634,1730,981,623,1604,693,573,1266,745,722,1467,759,802,1561,1229,212,1441,1655,263,1918,1617,285,1902,277,588,865,340,758,1098,348,823,1171,172,971,1143,182,1118,1300,172,1146,1318,283,538,821,339,767,1106,321,704,1025,596,59,655,745,64,809,882,83,965,688,463,1151,839,552,1391,743,507,1250,116,86,202,112,78,190,108,73,181,5062,3981,9043,6053,4956,11009,5931,5046,10977
31301,535,260,795,640,358,998,675,448,1123,363,464,827,453,583,1036,534,763,1297,964,170,1134,1306,216,1522,1425,241,1666,201,485,686,216,661,877,288,898,1186,194,768,962,244,1014,1258,284,1143,1427,328,495,823,386,698,1084,449,798,1247,473,79,552,590,52,642,715,48,763,583,342,925,853,499,1352,761,457,1218,95,70,165,118,77,195,112,81,193,3736,3133,6869,4806,4158,8964,5243,4877,10120
31302,924,550,1474,1142,706,1848,1263,816,2079,630,886,1516,803,1103,1906,939,1606,2545,2183,313,2496,2970,417,3387,3402,523,3925,416,946,1362,434,1344,1778,621,2009,2630,468,1711,2179,608,2187,2795,700,2699,3399,661,1121,1782,706,1366,2072,878,1767,2645,1454,197,1651,1712,184,1896,2213,194,2407,1487,919,2406,2057,1355,3412,2340,1356,3696,177,129,306,218,146,364,256,214,470,8400,6772,15172,10650,8808,19458,12612,11184,23796
31303,388,222,610,392,227,619,452,260,712,132,169,301,155,214,369,161,285,446,357,66,423,464,109,573,568,111,679,99,199,298,109,238,347,134,307,441,53,279,332,76,351,427,76,441,517,87,178,265,89,191,280,105,247,352,270,30,300,330,37,367,391,35,426,450,250,700,498,316,814,528,354,882,35,35,70,49,41,90,52,32,84,1871,1428,3299,2162,1724,3886,2467,2072,4539
31304,1110,520,1630,1426,749,2175,1568,916,2484,825,1006,1831,1077,1488,2565,1289,1897,3186,2771,366,3137,3662,544,4206,4006,584,4590,478,1066,1544,556,1561,2117,641,2057,2698,626,2224,2850,797,2965,3762,886,3403,4289,761,1253,2014,925,1693,2618,991,1885,2876,1571,239,1810,1977,218,2195,2092,215,2307,1436,875,2311,1984,1228,3212,2027,1168,3195,230,179,409,232,161,393,265,195,460,9808,7728,17536,12636,10607,23243,13765,12320,26085
31305,1108,605,1713,1272,765,2037,1490,852,2342,1059,1350,2409,1316,1734,3050,1613,2228,3841,2538,377,2915,2943,465,3408,3136,537,3673,561,1316,1877,608,1659,2267,776,2009,2785,644,2300,2944,782,2546,3328,810,3018,3828,868,1278,2146,893,1339,2232,1004,1482,2486,1429,206,1635,1483,185,1668,1563,163,1726,1381,812,2193,1708,984,2692,1804,977,2781,221,195,416,247,187,434,262,214,476,9809,8439,18248,11252,9864,21116,12458,11480,23938
31401,2944,1200,4144,3441,1582,5023,3785,1854,5639,3070,3275,6345,3848,4336,8184,4396,5376,9772,4326,610,4936,4991,783,5774,5371,841,6212,981,1688,2669,1086,2216,3302,1459,2691,4150,1480,5086,6566,1677,5591,7268,1754,5968,7722,1413,2054,3467,1555,2388,3943,1641,2435,4076,1529,234,1763,1541,153,1694,1574,153,1727,1454,733,2187,1861,909,2770,1737,822,2559,258,222,480,288,256,544,420,274,694,17455,15102,32557,20288,18214,38502,22137,20414,42551
31402,673,336,1009,1156,606,1762,1769,987,2756,532,611,1143,1066,1206,2272,1810,2242,4052,1672,223,1895,2372,361,2733,3330,501,3831,312,681,993,424,1049,1473,819,1831,2650,455,1503,1958,697,2337,3034,1070,3414,4484,517,866,1383,753,1186,1939,1079,1749,2828,984,154,1138,1237,154,1391,1643,204,1847,820,461,1281,1157,681,1838,1519,841,2360,116,91,207,145,116,261,227,173,400,6081,4926,11007,9007,7696,16703,13266,11942,25208
31403,797,377,1174,791,452,1243,848,577,1425,787,881,1668,884,1096,1980,1093,1339,2432,2301,280,2581,2512,356,2868,2494,403,2897,493,965,1458,488,1168,1656,545,1330,1875,748,2189,2937,809,2417,3226,791,2508,3299,676,1154,1830,697,1232,1929,633,1105,1738,1271,201,1472,1387,160,1547,1388,154,1542,1152,719,1871,1361,816,2177,1233,704,1937,186,103,289,177,123,300,197,135,332,8411,6869,15280,9106,7820,16926,9222,8255,17477
31501,1042,564,1606,1163,666,1829,1147,691,1838,618,715,1333,739,841,1580,902,1159,2061,1218,183,1401,1346,209,1555,1530,231,1761,428,724,1152,509,945,1454,482,976,1458,223,764,987,249,972,1221,280,1074,1354,147,324,471,155,381,536,168,386,554,828,128,956,917,106,1023,1091,163,1254,2064,1136,3200,2084,1035,3119,1585,709,2294,215,113,328,312,277,589,272,181,453,6783,4651,11434,7474,5432,12906,7457,5570,13027
31502,1480,795,2275,1299,740,2039,1398,802,2200,1030,1080,2110,1007,1184,2191,1163,1424,2587,3020,396,3416,2830,374,3204,3325,403,3728,348,903,1251,362,902,1264,377,971,1348,329,1531,1860,265,1446,1711,309,1568,1877,274,788,1062,248,678,926,268,707,975,2411,208,2619,2420,231,2651,2798,322,3120,1889,842,2731,1642,851,2493,1513,829,2342,248,117,365,293,142,435,296,125,421,11029,6660,17689,10366,6548,16914,11447,7151,18598
31503,1924,1041,2965,1600,994,2594,1603,1032,2635,481,763,1244,426,768,1194,487,824,1311,1360,339,1699,1152,280,1432,1271,271,1542,235,628,863,224,674,898,229,702,931,178,846,1024,187,819,1006,212,875,1087,185,400,585,202,380,582,218,428,646,901,86,987,818,49,867,1032,72,1104,1653,693,2346,1339,706,2045,1321,709,2030,166,86,252,130,83,213,141,86,227,7083,4882,11965,6078,4753,10831,6514,4999,11513
31601,1166,560,1726,1513,821,2334,1587,905,2492,1197,1302,2499,1580,1872,3452,1805,2315,4120,1619,267,1886,2288,381,2669,2541,487,3028,364,758,1122,472,1101,1573,585,1559,2144,337,1723,2060,418,2250,2668,534,2560,3094,796,1068,1864,962,1561,2523,1001,1672,2673,481,97,578,621,72,693,746,72,818,656,389,1045,1049,529,1578,1174,542,1716,136,122,258,148,126,274,172,131,303,6752,6286,13038,9051,8713,17764,10145,10243,20388
31602,1393,702,2095,1910,1122,3032,2150,1240,3390,1157,1244,2401,1749,2064,3813,2191,2897,5088,2645,346,2991,3836,586,4422,4055,695,4750,488,1210,1698,684,1820,2504,859,2428,3287,469,2187,2656,612,3018,3630,762,3507,4269,929,1640,2569,1250,2126,3376,1361,2309,3670,997,173,1170,1289,132,1421,1379,122,1501,1374,880,2254,1933,1112,3045,1952,1044,2996,188,154,342,259,176,435,240,191,431,9640,8536,18176,13522,12156,25678,14949,14433,29382
31603,1429,914,2343,1804,1134,2938,1852,1274,3126,1285,1465,2750,1747,1998,3745,1992,2562,4554,2551,407,2958,3372,585,3957,3349,622,3971,601,1240,1841,672,1611,2283,759,2050,2809,421,2009,2430,582,2593,3175,623,2734,3357,1026,1610,2636,1161,1905,3066,1165,1866,3031,815,136,951,962,100,1062,1037,94,1131,1291,743,2034,1803,934,2737,1672,915,2587,198,177,375,233,164,397,214,169,383,9617,8701,18318,12336,11024,23360,12663,12286,24949
31604,1486,818,2304,1681,1021,2702,1708,1056,2764,1147,1454,2601,1454,1994,3448,1706,2525,4231,2512,435,2947,3357,586,3943,3385,597,3982,463,1250,1713,546,1615,2161,719,2039,2758,418,1911,2329,467,2367,2834,580,2839,3419,754,1172,1926,914,1504,2418,915,1575,2490,1155,161,1316,1290,134,1424,1379,127,1506,1477,931,2408,2040,1117,3157,1869,1058,2927,182,148,330,267,174,441,219,175,394,9594,8280,17874,12016,10512,22528,12480,11991,24471
31605,1251,759,2010,1391,855,2246,1496,986,2482,1079,1083,2162,1254,1357,2611,1409,1733,3142,1543,271,1814,1851,331,2182,1877,330,2207,442,850,1292,417,1071,1488,538,1273,1811,301,1392,1693,305,1555,1860,351,1649,2000,740,988,1728,752,1128,1880,819,1260,2079,423,75,498,416,51,467,539,45,584,702,520,1222,936,550,1486,898,548,1446,147,120,267,154,119,273,162,122,284,6628,6058,12686,7476,7017,14493,8089,7946,16035
31606,1411,818,2229,1611,979,2590,1583,994,2577,940,1171,2111,1161,1586,2747,1381,1973,3354,1874,285,2159,2499,448,2947,2738,534,3272,351,868,1219,389,1236,1625,468,1449,1917,304,1396,1700,379,1771,2150,404,2188,2592,504,844,1348,619,1077,1696,646,1238,1884,874,108,982,995,77,1072,1189,111,1300,1097,809,1906,1546,1025,2571,1528,928,2456,153,128,281,191,140,331,191,134,325,7508,6427,13935,9390,8339,17729,10128,9549,19677
31701,3963,1954,5917,4135,2185,6320,4426,2337,6763,4021,4708,8729,4480,5509,9989,4913,6725,11638,6504,1126,7630,7721,1422,9143,8241,1463,9704,1432,3188,4620,1477,3878,5355,1769,4695,6464,1551,5728,7279,1685,6639,8324,1796,7317,9113,2174,3568,5742,2321,3970,6291,2380,3944,6324,3213,427,3640,3488,264,3752,3921,256,4177,4452,2710,7162,5121,3124,8245,4926,3125,8051,483,380,863,493,335,828,575,427,1002,27793,23789,51582,30921,27326,58247,32947,30289,63236
31801,2465,1115,3580,2154,1030,3184,2046,960,3006,858,1116,1974,719,1182,1901,797,1406,2203,2225,383,2608,2213,404,2617,2566,451,3017,326,1045,1371,320,1219,1539,350,1335,1685,301,1601,1902,260,1624,1884,255,1754,2009,388,1022,1410,397,1010,1407,398,1079,1477,2357,190,2547,2100,147,2247,2244,158,2402,1976,957,2933,1845,1035,2880,1902,1095,2997,225,205,430,269,150,419,219,138,357,11121,7634,18755,10277,7801,18078,10777,8376,19153
31802,4553,2327,6880,4996,2744,7740,5283,3301,8584,4759,5744,10503,5390,7129,12519,5997,9140,15137,9097,1390,10487,11208,1665,12873,12315,1941,14256,3848,4378,8226,3620,5321,8941,4084,6482,10566,2163,7700,9863,2311,9048,11359,2365,10128,12493,2482,4489,6971,2544,5023,7567,2773,5749,8522,4893,696,5589,5392,527,5919,6098,657,6755,3813,2514,6327,5238,3158,8396,5280,3299,8579,714,472,1186,808,542,1350,929,658,1587,36322,29710,66032,41507,35157,76664,45124,41355,86479
31901,2507,1261,3768,2533,1394,3927,2472,1377,3849,1500,1841,3341,1663,2331,3994,1835,2936,4771,3048,502,3550,3766,654,4420,3880,720,4600,554,1610,2164,626,2062,2688,766,2493,3259,620,2626,3246,657,3047,3704,672,3348,4020,1137,1723,2860,1239,2115,3354,1253,2229,3482,1989,197,2186,2178,139,2317,2413,128,2541,2480,1525,4005,3010,1941,4951,2938,1913,4851,297,213,510,311,221,532,310,225,535,14132,11498,25630,15983,13904,29887,16539,15369,31908
31902,2601,1339,3940,2415,1265,3680,2137,1186,3323,686,1040,1726,686,1198,1884,715,1407,2122,1759,305,2064,1966,362,2328,2007,364,2371,312,1037,1349,305,1206,1511,355,1410,1765,291,1285,1576,275,1459,1734,321,1535,1856,467,796,1263,452,827,1279,484,1029,1513,1219,134,1353,1416,128,1544,1573,117,1690,2340,1236,3576,2335,1359,3694,2116,1174,3290,227,165,392,197,133,330,202,127,329,9902,7337,17239,10047,7937,17984,9910,8349,18259
31903,1600,911,2511,1548,929,2477,1458,898,2356,652,949,1601,687,1113,1800,826,1340,2166,1580,274,1854,2037,375,2412,2160,413,2573,281,851,1132,342,1084,1426,432,1348,1780,261,1231,1492,289,1540,1829,309,1718,2027,443,836,1279,540,1033,1573,521,1150,1671,1170,204,1374,1312,135,1447,1407,135,1542,1560,848,2408,1840,1015,2855,1721,929,2650,162,124,286,178,154,332,199,121,320,7709,6228,13937,8773,7378,16151,9033,8052,17085
31904,887,516,1403,1128,642,1770,1093,676,1769,753,912,1665,1018,1420,2438,1224,1867,3091,1373,220,1593,2351,342,2693,2181,410,2591,421,932,1353,562,1319,1881,685,1782,2467,258,1187,1445,323,1826,2149,380,1900,2280,613,879,1492,759,1232,1991,773,1333,2106,560,81,641,836,74,910,933,74,1007,788,578,1366,1394,761,2155,1231,779,2010,150,142,292,189,115,304,156,142,298,5803,5447,11250,8560,7731,16291,8656,8963,17619
31905,1042,532,1574,1055,570,1625,995,569,1564,679,857,1536,750,980,1730,727,1207,1934,1709,234,1943,1995,311,2306,2026,330,2356,346,879,1225,447,1146,1593,464,1332,1796,365,1339,1704,406,1653,2059,401,1730,2131,489,788,1277,494,884,1378,487,956,1443,1036,86,1122,1194,71,1265,1217,64,1281,1164,553,1717,1313,682,1995,1278,668,1946,152,109,261,149,88,237,171,102,273,6982,5377,12359,7803,6385,14188,7766,6958,14724
39797,42,13,55,26,10,36,116,73,189,150,14,164,147,24,171,185,124,309,89,18,107,53,6,59,170,40,210,40,33,73,18,36,54,61,107,168,10,17,27,11,25,36,34,140,174,10,20,30,10,13,23,37,74,111,43,0,43,15,3,18,82,8,90,115,13,128,125,12,137,137,57,194,9,0,9,8,5,13,22,9,31,508,128,636,413,134,547,844,632,1476
40101,1074,432,1506,1209,627,1836,1216,622,1838,1713,1240,2953,2132,1600,3732,2394,1909,4303,419,80,499,513,141,654,691,169,860,277,438,715,372,555,927,441,726,1167,322,643,965,423,827,1250,438,923,1361,322,320,642,338,380,718,374,462,836,157,16,173,150,19,169,190,23,213,214,105,319,323,166,489,373,172,545,88,54,142,93,34,127,125,65,190,4586,3328,7914,5553,4349,9902,6242,5071,11313
40102,3113,1478,4591,3097,1568,4665,3386,1674,5060,3044,3368,6412,3333,4028,7361,3720,4570,8290,3356,707,4063,3768,775,4543,4046,848,4894,846,1642,2488,902,2026,2928,1074,2358,3432,858,3285,4143,951,3473,4424,1000,3807,4807,1017,1466,2483,1134,1642,2776,1184,1767,2951,1331,179,1510,1336,147,1483,1389,129,1518,1801,1096,2897,1955,1178,3133,1865,1078,2943,311,218,529,230,154,384,278,163,441,15677,13439,29116,16706,14991,31697,17942,16394,34336
40103,2174,1008,3182,2224,1072,3296,2100,1055,3155,3783,3294,7077,3772,3623,7395,3900,3792,7692,1005,259,1264,1104,292,1396,1056,290,1346,437,940,1377,465,1007,1472,551,1147,1698,708,2309,3017,678,2264,2942,659,2167,2826,729,1008,1737,741,1029,1770,817,1026,1843,360,53,413,292,30,322,251,38,289,501,256,757,586,287,873,560,259,819,203,144,347,136,123,259,176,128,304,9900,9271,19171,9998,9727,19725,10070,9902,19972
40104,1465,644,2109,1564,775,2339,1610,818,2428,2014,2042,4056,2200,2516,4716,2387,2815,5202,2436,446,2882,2466,520,2986,2458,489,2947,456,1088,1544,543,1311,1854,689,1460,2149,858,2642,3500,900,2585,3485,1000,2811,3811,942,1384,2326,938,1397,2335,950,1469,2419,1024,125,1149,833,83,916,891,63,954,1134,783,1917,1169,707,1876,1238,687,1925,211,157,368,206,142,348,233,138,371,10540,9311,19851,10819,10036,20855,11456,10750,22206
40105,1203,720,1923,1314,801,2115,1377,804,2181,2365,2540,4905,2612,2826,5438,2825,3105,5930,1281,322,1603,1272,330,1602,1325,333,1658,446,866,1312,503,932,1435,565,1099,1664,611,1802,2413,610,1750,2360,586,1797,2383,579,815,1394,615,864,1479,620,838,1458,437,67,504,384,41,425,376,40,416,581,338,919,654,354,1008,787,348,1135,125,107,232,116,87,203,119,102,221,7628,7577,15205,8080,7985,16065,8580,8466,17046
40106,1034,539,1573,1151,654,1805,1214,650,1864,1861,1882,3743,1964,2096,4060,2081,2228,4309,1062,225,1287,1126,284,1410,1157,216,1373,346,626,972,404,691,1095,429,818,1247,462,1482,1944,490,1425,1915,456,1494,1950,492,663,1155,495,674,1169,563,741,1304,413,54,467,422,33,455,435,37,472,508,263,771,636,303,939,605,315,920,130,98,228,104,67,171,119,74,193,6308,5832,12140,6792,6227,13019,7059,6573,13632
40107,1680,880,2560,1800,1051,2851,1747,969,2716,3049,3063,6112,3253,3339,6592,3372,3669,7041,1125,352,1477,1192,339,1531,1179,338,1517,487,922,1409,515,1038,1553,591,1023,1614,646,2019,2665,655,1964,2619,639,1916,2555,680,903,1583,670,1024,1694,728,954,1682,435,61,496,325,32,357,292,28,320,539,328,867,609,324,933,636,309,945,130,119,249,99,94,193,161,125,286,8771,8647,17418,9118,9205,18323,9345,9331,18676
40201,815,416,1231,965,536,1501,1036,548,1584,595,709,1304,672,992,1664,802,1214,2016,1506,257,1763,1767,315,2082,2082,380,2462,264,614,878,282,893,1175,390,1271,1661,339,1306,1645,404,1424,1828,425,1721,2146,358,645,1003,398,797,1195,472,976,1448,855,146,1001,934,91,1025,1136,84,1220,935,533,1468,1221,736,1957,1146,688,1834,119,85,204,133,65,198,146,100,246,5786,4711,10497,6776,5849,12625,7635,6982,14617
40202,1403,664,2067,1515,851,2366,1716,980,2696,853,963,1816,966,1273,2239,1130,1696,2826,3276,433,3709,3515,530,4045,4058,633,4691,597,1385,1982,657,1984,2641,913,2574,3487,739,2320,3059,803,2571,3374,941,3233,4174,868,1534,2402,897,1759,2656,1037,2163,3200,2526,452,2978,2757,297,3054,3313,315,3628,2628,1587,4215,3292,2021,5313,3201,1970,5171,337,201,538,363,171,534,437,210,647,13227,9539,22766,14765,11457,26222,16746,13774,30520
40203,1054,512,1566,1293,725,2018,1498,878,2376,1465,1631,3096,1958,2268,4226,2510,3014,5524,2696,485,3181,2809,533,3342,3052,547,3599,590,1252,1842,678,1617,2295,952,2001,2953,829,2480,3309,943,2698,3641,1064,2831,3895,838,1158,1996,930,1206,2136,961,1366,2327,1475,230,1705,1545,159,1704,1634,118,1752,1500,1030,2530,1814,1099,2913,2010,1182,3192,246,149,395,262,161,423,314,191,505,10693,8927,19620,12232,10466,22698,13995,12128,26123
40204,2440,1110,3550,2889,1583,4472,3052,1738,4790,1871,2076,3947,2428,2867,5295,3023,3896,6919,6892,939,7831,7307,1152,8459,7699,1273,8972,1239,2789,4028,1401,3743,5144,1781,4517,6298,1632,5265,6897,1928,5825,7753,2164,6386,8550,1823,3219,5042,1811,3407,5218,1997,3627,5624,5102,799,5901,5011,557,5568,5196,491,5687,4379,3124,7503,5080,3474,8554,4937,3177,8114,659,378,1037,659,358,1017,736,394,1130,26037,19699,45736,28514,22966,51480,30585,25499,56084
40205,3373,1378,4751,3395,1592,4987,3203,1570,4773,3438,3725,7163,3605,4211,7816,3724,4695,8419,6439,958,7397,6427,1035,7462,6404,976,7380,1246,2669,3915,1259,3192,4451,1402,3516,4918,2054,6738,8792,2038,6534,8572,1906,6498,8404,2156,3261,5417,1982,3209,5191,1929,3071,5000,2739,407,3146,2382,228,2610,2229,203,2432,2518,1442,3960,2891,1504,4395,2625,1345,3970,426,295,721,413,253,666,366,234,600,24389,20873,45262,24392,21758,46150,23788,22108,45896
40301,1450,635,2085,1606,787,2393,1601,844,2445,1715,1699,3414,1875,2068,3943,2021,2259,4280,1301,284,1585,1411,274,1685,1572,306,1878,433,923,1356,513,1025,1538,613,1204,1817,547,1795,2342,623,1929,2552,657,1950,2607,622,870,1492,682,908,1590,706,993,1699,519,57,576,395,47,442,423,30,453,607,284,891,724,339,1063,696,286,982,130,112,242,122,89,211,127,93,220,7324,6659,13983,7951,7466,15417,8416,7965,16381
